Employee_Id,checkInDate,check_in,check_out
76,08/03/2023,-,-
76,08/04/2023,-,-
76,08/05/2023,-,-
76,08/07/2023,-,-
76,08/08/2023,11:52:54,20:31:33
76,08/09/2023,11:52:54,-
76,08/10/2023,11:48:47,-
76,08/11/2023,12:24:36,-
76,08/12/2023,12:01:16,21:15:19
76,8/15/2023,12:21:02,-
76,8/16/2023,12:25:03,-
76,8/17/2023,12:15:44,-
76,8/18/2023,12:02:23,-
76,8/19/2023,11:59:03,-
76,8/21/2023,12:04:38,-
76,8/22/2023,12:12:07,-
78,08/01/2023,-,-
78,08/02/2023,-,-
78,08/03/2023,-,-
78,08/04/2023,-,-
78,08/05/2023,-,-
78,08/07/2023,-,-
78,08/08/2023,-,-
78,08/09/2023,-,-
78,08/10/2023,-,-
78,08/11/2023,-,-
78,08/12/2023,-,-
78,8/15/2023,-,-
78,8/16/2023,-,-
78,8/17/2023,-,-
78,8/18/2023,-,-
78,8/19/2023,-,20:45:38
78,8/21/2023,12:09:34,20:55:54
78,8/22/2023,12:28:12,20:45:16
